symbol,angel_token,exchange,instrument_type,expiry
725HP33-SG,24751,NSE,,
725HR32-SG,8355,NSE,,
725HR36-SG,25094,NSE,,
725HR39-SG,24887,NSE,,
725IOCL30-N0,29035,NSE,,
725IRFC34-N0,25031,NSE,,
725IRFC35-NH,11748,NSE,,
725IRFC35B-N0,29180,NSE,,
725KA31-SG,761551,NSE,,
725KA32-SG,760663,NSE,,
725KA33-SG,761012,NSE,,
725MH37-SG,759740,NSE,,
725MH44-SG,24993,NSE,,
725MH45-SG,25101,NSE,,
725ML34-SG,25108,NSE,,
725MPL29-N0,759901,NSE,,
725MZ34-SG,8359,NSE,,
725NBFI40-N0,29525,NSE,,
725OR33-SG,758714,NSE,,
725PFCL45-N0,29539,NSE,,
725SIHF28-N0,758292,NSE,,
725TN27-SG,22127,NSE,,
725TN32-SG,8357,NSE,,
725TS28-SG,22210,NSE,,
725TS38-SG,25096,NSE,,
725TS41-SG,2581,NSE,,
725TS46-SG,25103,NSE,,
725UK32-SG,7907,NSE,,
725UP39-SG,30021,NSE,,
725WB41-SG,2657,NSE,,
725WB45-SG,25102,NSE,,
726AS29-SG,21034,NSE,,
726AS39-SG,24988,NSE,,
726BOB34-N0,25176,NSE,,
726BR33-SG,24840,NSE,,
726GJ29-SG,21032,NSE,,
726GS2029-GS,8027,NSE,,
726GS2032-GS,10722,NSE,,
726GS2033-GS,14051,NSE,,
726HP29-SG,16638,NSE,,
726HP35-SG,30084,NSE,,
726HR32-SG,8575,NSE,,
726HR36-SG,24755,NSE,,
726HR39-SG,30014,NSE,,
726IIFCL34-N0,27038,NSE,,
726IRMT45-N0,756724,NSE,,
726JCL30-N0,759872,NSE,,
726JH27-SG,22196,NSE,,
726KL39-SG,24989,NSE,,
726MH30-SG,15973,NSE,,
726MH41-SG,759389,NSE,,
726MH42-SG,759391,NSE,,
726MH49-SG,24763,NSE,,
726MH50-SG,25110,NSE,,
726MP35-SG,24754,NSE,,
726MP38-SG,24987,NSE,,
726MP39-SG,30019,NSE,,
726MZ40-SG,758191,NSE,,
726NTPC40-N0,30263,NSE,,
726PN36-SG,24985,NSE,,
726PN37-SG,24986,NSE,,
726TN35-SG,759027,NSE,,
726TN55-SG,30025,NSE,,
726TS35-SG,24842,NSE,,
726UP29-SG,22082,NSE,,
726WB34-SG,22146,NSE,,
727ABL35-N0,760037,NSE,,
727AP36-SG,759387,NSE,,
727AP41-SG,24991,NSE,,
727AR32-SG,7897,NSE,,
727AS29-SG,21550,NSE,,
727CG35-SG,30007,NSE,,
727GJ31-SG,15744,NSE,,
727GJ34-SG,760339,NSE,,
727HP35-SG,758717,NSE,,
727HR30-SG,9344,NSE,,
727JK49-SG,24837,NSE,,
727KL59-SG,24764,NSE,,
727MH30-SG,21942,NSE,,
727MH34-SG,24647,NSE,,
727MH36-SG,759029,NSE,,
727MH39-SG,24756,NSE,,
727MH44-SG,24759,NSE,,
727ML32-SG,8576,NSE,,
727MN36-SG,24984,NSE,,
727MP45-SG,29991,NSE,,
727MP48-SG,29993,NSE,,
727MZ33-SG,2683,NSE,,
727NBRD29A-N0,761536,NSE,,
727NL35-SG,30088,NSE,,
727OR41-SG,30024,NSE,,
727PFCL31-N0,25435,NSE,,
727PY33-SG,30076,NSE,,
727RJ29-SG,22034,NSE,,
727RJ30-SG,22064,NSE,,
727RJ42-SG,24992,NSE,,
727SHFL27-N0,756006,NSE,,
727SK32-SG,7900,NSE,,
727TCHFL28-N0,756994,NSE,,
727TN32-SG,24646,NSE,,
727TN54-SG,24204,NSE,,
727TS47-SG,29992,NSE,,
727TS49-SG,29994,NSE,,
727UP41-SG,29989,NSE,,
72841ABH30-N0,759874,NSE,,
728AP36-SG,30009,NSE,,
728CG34-SG,30002,NSE,,
728GA37-SG,759219,NSE,,
728GJ29-SG,21214,NSE,,
728HP47-SG,757830,NSE,,
728IREDA35-N0,29196,NSE,,
728IRFC30-NG,11730,NSE,,
728IRFC40-N0,29641,NSE,,
728JH36-SG,2688,NSE,,
728JH37-SG,8360,NSE,,
728JK30-SG,21646,NSE,,
728JK54-SG,24205,NSE,,
728KL30-SG,21908,NSE,,
728MP45-SG,24760,NSE,,
728NTPC30B-N9,10741,NSE,,
728OR49-SG,759377,NSE,,
728PHFL28-N0,760200,NSE,,
728RECL40-N0,29629,NSE,,
728SK30-SG,22155,NSE,,
728TFSIL28-N0,760078,NSE,,
728TN33-SG,761416,NSE,,
728TS35-SG,7815,NSE,,
728TS38-SG,24843,NSE,,
728TS45-SG,24836,NSE,,
728TS46-SG,24762,NSE,,
728UP29-SG,22098,NSE,,
728UP32-SG,7905,NSE,,
728WB39-SG,30074,NSE,,
72959ABC28-N0,757415,NSE,,
729AP30-SG,21643,NSE,,
729AP34-SG,8930,NSE,,
729BR30-SG,21642,NSE,,
729CG30-SG,16640,NSE,,
729GA29-SG,22217,NSE,,
729GA29A-SG,22224,NSE,,
729GJ32-SG,8683,NSE,,
729GJ34-SG,761456,NSE,,
729GR2033-GS,14973,NSE,,
729HP31-SG,16641,NSE,,
729HR29-SG,16220,NSE,,
729HR37-SG,759220,NSE,,
729JK45-SG,24761,NSE,,
729KA34-SG,7823,NSE,,
729KA36-SG,2566,NSE,,
729KA37-SG,2575,NSE,,
729KA39-SG,2656,NSE,,
729KL49-SG,16092,NSE,,
729KL51-SG,16655,NSE,,
729MH35-SG,760289,NSE,,
729MH50-SG,758832,NSE,,
729ML29-SG,22013,NSE,,
729MP30-SG,21980,NSE,,
729MP35-SG,21950,NSE,,
729MZ33-SG,7898,NSE,,
729NHB31-N0,29268,NSE,,
729NHPC32-N0,760250,NSE,,
729NHPC33-N0,760535,NSE,,
729NHPC34-N0,760537,NSE,,
729NHPC35-N0,760539,NSE,,
729NHPC36-N0,760541,NSE,,
729NHPC37-N0,760543,NSE,,
729NHPC38-N0,760545,NSE,,
729NHPC39-N0,760547,NSE,,
729NHPC40-N0,760603,NSE,,
729NHPC41-N0,760605,NSE,,
729NL29-SG,21998,NSE,,
729PN33-SG,760012,NSE,,
729RJ32-SG,8684,NSE,,
729RJ34-SG,24648,NSE,,
729RJ37-SG,759858,NSE,,
729TN53-SG,16656,NSE,,
729TN54-SG,24664,NSE,,
729TR36-SG,2690,NSE,,
729TS40-SG,24766,NSE,,
729TS42-SG,24758,NSE,,
729UK29-SG,22171,NSE,,
729UP29-SG,22099,NSE,,
729WB29-SG,22153,NSE,,
729WB38-SG,30073,NSE,,
72AP30-SG,20574,NSE,,
72AP36-SG,29923,NSE,,
72AS29-SG,20960,NSE,,
72AS40-SG,29931,NSE,,
72AS45-SG,29939,NSE,,
72CG34-SG,29917,NSE,,
72GA31-SG,2386,NSE,,
72HP35-SG,20844,NSE,,
72JH32-SG,761455,NSE,,
72JH35-SG,2391,NSE,,
72JK29-SG,20312,NSE,,
72JK47-SG,29131,NSE,,
72KA31-SG,20017,NSE,,
72KA37-SG,29927,NSE,,
72KL42-SG,29937,NSE,,
72KL56-SG,4899,NSE,,
72MH28-SG,15971,NSE,,
72MH34-SG,760068,NSE,,
72MH36-SG,758815,NSE,,
72ML29-SG,22011,NSE,,
72MN40-SG,29933,NSE,,
72MP33-SG,760066,NSE,,
72MZ29-SG,22018,NSE,,
72MZ31-SG,24893,NSE,,
72NL29-SG,21996,NSE,,
72OR32-SG,29996,NSE,,
72OR45-SG,29940,NSE,,
72RJ42-SG,29938,NSE,,
72RJ46-SG,2584,NSE,,
72SK35-SG,29921,NSE,,
72TN31-SG,22124,NSE,,
72TN35-SG,760069,NSE,,
72TN36-SG,759857,NSE,,
72TN55-SG,29941,NSE,,
72TS51-SG,2659,NSE,,
72UP31-SG,2387,NSE,,
72UP40-SG,29936,NSE,,
72WB30-SG,22142,NSE,,
73064ABH28-N0,756769,NSE,,
730AS29-SG,21213,NSE,,
730BTL27-N0,759920,NSE,,
730JK29-SG,21651,NSE,,
730KA32-SG,8137,NSE,,
730KL52-SG,24663,NSE,,
730MH38-SG,24651,NSE,,
730MH39-SG,24653,NSE,,
730NIIF28-N0,757567,NSE,,
730PFCL34-N0,25123,NSE,,
730PFCL41-NC,760810,NSE,,
730PN31-SG,21894,NSE,,
730SICC28-N0,757531,NSE,,
730SICC28A-N0,757595,NSE,,
730SIHF28-N0,759482,NSE,,
730SPRL27-N0,760157,NSE,,
730TCHFL28-N0,760959,NSE,,
730WB29-SG,22152,NSE,,
731AP42-SG,8366,NSE,,
731AP44-SG,24202,NSE,,
731BR45-SG,759309,NSE,,
731JK45-SG,759310,NSE,,
731KA33-SG,760879,NSE,,
731KA35-SG,7816,NSE,,
731KL32-SG,8686,NSE,,
731KL40-SG,24757,NSE,,
731MN37-SG,760017,NSE,,
731MZ41-SG,759390,NSE,,
731PFCL36-N0,760861,NSE,,
731PY35-SG,7822,NSE,,
731RECL39-N0,24979,NSE,,
731SDIL40-N0,756880,NSE,,
731TN33-SG,760770,NSE,,
731TN33A-SG,760907,NSE,,
731TN34-SG,758930,NSE,,
731TN54-SG,24424,NSE,,
731TS42-SG,24192,NSE,,
731TS50-SG,24662,NSE,,
731TS60-SG,22206,NSE,,
731WB34-SG,22141,NSE,,
732AP43-SG,15780,NSE,,
732AS32-SG,8138,NSE,,
732CG37-SG,30011,NSE,,
732GS2030-GS,20136,NSE,,
732HR33-SG,16648,NSE,,
732HR36-SG,24420,NSE,,
732HR36A-SG,24488,NSE,,
732IREDA29-N0,25989,NSE,,
732KA33-SG,760506,NSE,,
732KA33A-SG,760768,NSE,,
732KA34-SG,8006,NSE,,
732KL41-SG,24191,NSE,,
732KL53-SG,16398,NSE,,
732MH32-SG,16227,NSE,,
732MPL30-N0,759905,NSE,,
732PFCL39-N0,24899,NSE,,
732RJ34-SG,24422,NSE,,
732RJ35-SG,759028,NSE,,
732RL35-N0,30198,NSE,,
732TN33-SG,16029,NSE,,
732TN53-SG,16274,NSE,,
732TS36-SG,24487,NSE,,
732TS48-SG,15783,NSE,,
732TS49-SG,16397,NSE,,
732WB38-SG,30013,NSE,,
733AP33-SG,16647,NSE,,
733AP39-SG,24652,NSE,,
733AP40-SG,24491,NSE,,
733AP42-SG,16653,NSE,,
733AP43-SG,16654,NSE,,
733AP43A-SG,24493,NSE,,
733AS32-SG,8688,NSE,,
733GA39-SG,24419,NSE,,
733GS2026-GS,19685,NSE,,
733HR36-SG,24183,NSE,,
733JH34-SG,759183,NSE,,
733JK51-SG,24105,NSE,,
733KA33-SG,760842,NSE,,
733KA37-SG,7858,NSE,,
733KA40-SG,7859,NSE,,
733KL54-SG,24571,NSE,,
733MH31-SG,16224,NSE,,
733MH34-SG,760880,NSE,,
733MH44-SG,24657,NSE,,
733MP42-SG,7861,NSE,,
733NL33-SG,16035,NSE,,
733RJ31-SG,761548,NSE,,
733RJ43-SG,24198,NSE,,
733RJ44-SG,24203,NSE,,
733TN32-SG,24562,NSE,,
733TN33-SG,15749,NSE,,
733TN52-SG,8007,NSE,,
733TN52A-SG,8371,NSE,,
733TN54-SG,22115,NSE,,
733TN57-SG,8372,NSE,,
733TS40-SG,24490,NSE,,
733TS42-SG,24570,NSE,,
733TS60-SG,758411,NSE,,
733UP33-SG,16049,NSE,,
734AP29-SG,15475,NSE,,
734AP35-SG,24182,NSE,,
734AP40-SG,8932,NSE,,
734AP44-SG,24656,NSE,,
734AP48-SG,23883,NSE,,
734AP49-SG,23884,NSE,,
734AP49A-SG,24660,NSE,,
734AS33-SG,16019,NSE,,
734AS33A-SG,16645,NSE,,
734AS35-SG,30004,NSE,,
734CG40-SG,758817,NSE,,
734GA32-SG,8692,NSE,,
734GA35-SG,760340,NSE,,
734GS2064-GS,23558,NSE,,
734HR31-SG,16784,NSE,,
734HR36-SG,24650,NSE,,
734IRFC28-N4,29323,NSE,,
734JK54-SG,23882,NSE,,
734KA34-SG,760564,NSE,,
734KL55-SG,23876,NSE,,
734MH31-SG,16782,NSE,,
734MH34-SG,759912,NSE,,
734MN32-SG,8140,NSE,,
734MN32A-SG,8695,NSE,,
734MP33-SG,760843,NSE,,
734MP34-SG,761015,NSE,,
734NL32-SG,8698,NSE,,
734NRL35-N0,759071,NSE,,
734OR33-SG,760616,NSE,,
734PN32-SG,24666,NSE,,
734PN35-SG,24649,NSE,,
734RJ33-SG,16062,NSE,,
734RJ33A-SG,16646,NSE,,
734RJ34-SG,24181,NSE,,
734RJ45-SG,23881,NSE,,
734RJ45A-SG,24658,NSE,,
734RL30-N0,27059,NSE,,
734SIDBI29-N0,25591,NSE,,
734TN29-SG,23869,NSE,,
734TN34-SG,24563,NSE,,
734TN34A-SG,760508,NSE,,
734TN43-SG,16939,NSE,,
734TR36-SG,2394,NSE,,
734TS34-SG,7874,NSE,,
734TS35-SG,8495,NSE,,
734TS37-SG,24566,NSE,,
734TS38-SG,760018,NSE,,
734TS44-SG,17328,NSE,,
734TS46-SG,17329,NSE,,
734UCL28-N0,30039,NSE,,
734UCL30-N0,30034,NSE,,
734UK32-SG,8689,NSE,,
734UP32-SG,8693,NSE,,
734WB39-SG,24185,NSE,,
734WB42-SG,24197,NSE,,
735AP36-SG,760095,NSE,,
735AP39-SG,15759,NSE,,
735AP40-SG,16935,NSE,,
735AS39-SG,24567,NSE,,
735BTL27-N0,759271,NSE,,
735CG30-SG,22162,NSE,,
735EXIM28-N0,29264,NSE,,
735HP34-SG,24486,NSE,,
735HR33-SG,16064,NSE,,
735HR39-SG,759221,NSE,,
735IRFC31-NM,15112,NSE,,
735JH38-SG,8498,NSE,,
735JK40-SG,758409,NSE,,
735JK46-SG,24659,NSE,,
735JK49-SG,24050,NSE,,
735JK51-SG,24492,NSE,,
735KA36-SG,7872,NSE,,
735KA39-SG,2400,NSE,,
735KA40-SG,2404,NSE,,
735MH31-SG,761643,NSE,,
735MH32-SG,16785,NSE,,
735MP29-SG,21982,NSE,,
735MZ37-SG,24489,NSE,,
735NABAR31-N1,20032,NSE,,
735NHAI31-N9,11954,NSE,,
735NHB32-N0,29954,NSE,,
735PFCL35-N1,19972,NSE,,
735PGCIL34-N1,23061,NSE,,
735PY27-SG,22741,NSE,,
735PY30-SG,22028,NSE,,
735PY33-SG,8358,NSE,,
735RECL34-NS,24075,NSE,,
735RJ43-SG,16374,NSE,,
735RJ49-SG,24661,NSE,,
735SFL27-N0,756008,NSE,,
735SK32-SG,8699,NSE,,
735SPRL28-N0,760159,NSE,,
735TCHFL35-N0,759222,NSE,,
735TN33-SG,16796,NSE,,
735TN33A-SG,17323,NSE,,
735TN34-SG,24332,NSE,,
735TN43-SG,16814,NSE,,
735TS30-SG,22208,NSE,,
735TS36-SG,24102,NSE,,
735TS38-SG,24104,NSE,,
735TS40-SG,24568,NSE,,
735TS45-SG,16815,NSE,,
735UK30-SG,22202,NSE,,
735UP34-SG,8702,NSE,,
735UP39-SG,759230,NSE,,
735WB30-SG,22177,NSE,,
735WB40-SG,24654,NSE,,
735WB43-SG,24655,NSE,,
736AP34-SG,16066,NSE,,
736AP37-SG,16649,NSE,,
736AP38-SG,16808,NSE,,
736AP38A-SG,17325,NSE,,
736AP41-SG,24338,NSE,,
736AP45-SG,24340,NSE,,
736AP48-SG,24343,NSE,,
736CIFL28-N0,760106,NSE,,
736GA33-SG,16797,NSE,,
736GA34-SG,24564,NSE,,
736GS2052-GS,10931,NSE,,
736HR33-SG,16364,NSE,,
736HR33A-SG,16801,NSE,,
736HR34-SG,24101,NSE,,
736IOCL29-N0,24484,NSE,,
736IRED39-N0,25201,NSE,,
736JK35-SG,16929,NSE,,
736JK46-SG,24341,NSE,,
736JK49-SG,23102,NSE,,
736KA34-SG,23083,NSE,,
736KA39-SG,7910,NSE,,
736KL36-SG,23874,NSE,,
736KL38-SG,17327,NSE,,
736KL41-SG,17459,NSE,,
736KL54-SG,23104,NSE,,
736MH28-SG,15009,NSE,,
736ML32-SG,16289,NSE,,
736MP33-SG,16229,NSE,,
736MZ38-SG,16934,NSE,,
736MZ38A-SG,17326,NSE,,
736MZ39-SG,24186,NSE,,
736NBFID44-N0,24834,NSE,,
736PFCL28-N2,19974,NSE,,
736RJ33-SG,16346,NSE,,
736RJ34-SG,24565,NSE,,
736RJ37-SG,23877,NSE,,
736RJ41-SG,17460,NSE,,
736RJ46-SG,24423,NSE,,
736SBI39-N0,24455,NSE,,
736SBOI39-N0,24282,NSE,,
736TN43-SG,17463,NSE,,
736TN54-SG,23105,NSE,,
736TS36-SG,8703,NSE,,
736TS37-SG,24337,NSE,,
736TS41-SG,16809,NSE,,
736TS50-SG,23103,NSE,,
736UP36-SG,760096,NSE,,
736WB32-SG,8701,NSE,,
736WB40-SG,24569,NSE,,
736WB41-SG,17461,NSE,,
736WB43-SG,16379,NSE,,
737AP33-SG,16290,NSE,,
737AP33A-SG,24330,NSE,,
737AP34-SG,760266,NSE,,
737AP36-SG,24335,NSE,,
737AP38-SG,8122,NSE,,
737AP42-SG,8123,NSE,,
737AP43-SG,15578,NSE,,
737AS33-SG,15750,NSE,,
737AS34-SG,23871,NSE,,
737BR30-SG,17322,NSE,,
737CG31-SG,762421,NSE,,
737CG33-SG,760338,NSE,,
737GA36-SG,759320,NSE,,
737GR2054-GS,21735,NSE,,
737GS2028-GS,19566,NSE,,
737IREDA31-N0,27226,NSE,,
737IRFC29-N0,24672,NSE,,
737JH31-SG,22197,NSE,,
737JK35-SG,16069,NSE,,
737JK38-SG,16650,NSE,,
737KA34-SG,759913,NSE,,
737KA37-SG,23091,NSE,,
737KA38-SG,7908,NSE,,
737KA38A-SG,23092,NSE,,
737MZ39-SG,23878,NSE,,
737NBRD35-N0,29947,NSE,,
737NL33-SG,16235,NSE,,
737NL33A-SG,16802,NSE,,
737NTPC35C-NA,10744,NSE,,
737PN36-SG,23875,NSE,,
737PN38-SG,16367,NSE,,
737PN42-SG,8718,NSE,,
737RJ30-SG,763734,NSE,,
737RJ34-SG,8578,NSE,,
737RJ34A-SG,23082,NSE,,
737RJ34B-SG,23872,NSE,,
737RJ39-SG,23879,NSE,,
737RJ45-SG,23101,NSE,,
737SK33-SG,16239,NSE,,
737TS36-SG,8121,NSE,,
737TS41-SG,23096,NSE,,
737TS42-SG,24339,NSE,,
737WB40-SG,23880,NSE,,
738ABCL28-N0,757148,NSE,,
738AP35-SG,16244,NSE,,
738AP40-SG,15572,NSE,,
738AP44-SG,23818,NSE,,
738AP49-SG,24002,NSE,,
738CG32-SG,23078,NSE,,
738CG34-SG,23080,NSE,,
738CIFL27-N0,757343,NSE,,
738GA33-SG,17324,NSE,,
738GJ30-SG,15260,NSE,,
738GJ30A-SG,16973,NSE,,
738GJ35-SG,761453,NSE,,
738GS2027-GS,9913,NSE,,
738HR31-SG,761756,NSE,,
738HR34-SG,24056,NSE,,
738HR35-SG,23087,NSE,,
738HR41-SG,759232,NSE,,
738JK49-SG,24421,NSE,,
738JK51-SG,23812,NSE,,
738KA34-SG,759914,NSE,,
738KA34A-SG,760881,NSE,,
738KL44-SG,23099,NSE,,
738KL55-SG,24003,NSE,,
738NL31-SG,761550,NSE,,
738PFC32-N0,29721,NSE,,
738PGCIL34-N0,24560,NSE,,
738PN33-SG,24331,NSE,,
738PN34-SG,24333,NSE,,
738PY38-SG,23093,NSE,,
738PY38A-SG,24048,NSE,,
738REC27TF-N2,29111,NSE,,
738RECL29-N0,31927,NSE,,
738RJ33-SG,24098,NSE,,
738TFSIL28-N0,758734,NSE,,
738TN33-SG,23870,NSE,,
738TN34-SG,23873,NSE,,
738TN54-SG,23000,NSE,,
738TS43-SG,22988,NSE,,
738TS49-SG,22999,NSE,,
738UP34-SG,23086,NSE,,
738UP36-SG,23089,NSE,,
739AP29-SG,22604,NSE,,
739AP30-SG,23421,NSE,,
739AP33-SG,15526,NSE,,
739AP35-SG,16806,NSE,,
739BR39-SG,23095,NSE,,
739CG33-SG,23079,NSE,,
739GA35-SG,759184,NSE,,
739HP34-SG,23081,NSE,,
739HR29-SG,15256,NSE,,
739HR31-SG,15500,NSE,,
739IREDA39-N0,24580,NSE,,
739IRFC34-N0,24474,NSE,,
739JK37-SG,8496,NSE,,
739JK37A-SG,759388,NSE,,
739KL34-SG,23085,NSE,,
739KL52-SG,16998,NSE,,
739ML26-SG,12289,NSE,,
739ML34-SG,24334,NSE,,
739MN35-SG,16250,NSE,,
739MN36-SG,24336,NSE,,
739NHAI31A-ND,14522,NSE,,
739PN33-SG,24099,NSE,,
739RJ48-SG,16995,NSE,,
739SIDBI30-N0,30267,NSE,,
739TN32-SG,24054,NSE,,
739TN33-SG,15503,NSE,,
739TN33A-SG,16928,NSE,,
739TN33B-SG,17454,NSE,,
739TN34-SG,760618,NSE,,
739TN42-SG,8719,NSE,,
739TN52-SG,8502,NSE,,
739TN53-SG,17003,NSE,,
739TPL28-N0,760131,NSE,,
739TS39-SG,16652,NSE,,
739TS51-SG,16997,NSE,,
739TS59-SG,22203,NSE,,
739UK30-SG,24051,NSE,,
739UP37-SG,8705,NSE,,
739WB42-SG,23098,NSE,,
739WB44-SG,23100,NSE,,
73AP37-SG,759594,NSE,,
73AP38-SG,16071,NSE,,
73AS39-SG,24765,NSE,,
73BOB34-N0,24975,NSE,,
73GS2053-GS,16865,NSE,,
73HP30-SG,21051,NSE,,
73OR39-SG,30020,NSE,,
73PN34-SG,21717,NSE,,
73RJ30-SG,22066,NSE,,
73RJ51-SG,758819,NSE,,
73TACA30-N0,759838,NSE,,
73TFSIL29-N0,760393,NSE,,
73TN32-SG,8685,NSE,,
73TS51-SG,759378,NSE,,
73UK32-SG,759319,NSE,,
73UP30-SG,22091,NSE,,
73WB39-SG,30022,NSE,,
740BTL29-N0,759922,NSE,,
740EXIM29-N1,23050,NSE,,
740IIFCL33-N1,20052,NSE,,
740IREDA36-N0,29942,NSE,,
740SIHF28-N0,757029,NSE,,
741AP30-SG,15262,NSE,,
741AP47-SG,23759,NSE,,
741AR34-SG,23084,NSE,,
741BOI34-N0,27278,NSE,,
741GA33-SG,17455,NSE,,
741GJ26-SG,11588,NSE,,
741GJ37-SG,761326,NSE,,
741GS2036-GS,13194,NSE,,
741HP36-SG,23090,NSE,,
741HR40-SG,760019,NSE,,
741JK42-SG,759491,NSE,,
741JK49-SG,23760,NSE,,
741JK53-SG,18687,NSE,,
741KA36-SG,22996,NSE,,
741MN35-SG,17458,NSE,,
741NIIF31-N0,760474,NSE,,
741PN34-SG,16804,NSE,,
741PN34A-SG,24057,NSE,,
741PN42-SG,8501,NSE,,
741RJ33-SG,17456,NSE,,
741RJ34-SG,23814,NSE,,
741RJ39-SG,18335,NSE,,
741SK35-SG,759185,NSE,,
741TN36-SG,761322,NSE,,
741UP34-SG,16803,NSE,,
741WB39-SG,18334,NSE,,
741WB42-SG,18686,NSE,,
74242ABC30-N0,757417,NSE,,
7425NIIF30-N0,759144,NSE,,
742AP41-SG,16988,NSE,,
742AP43-SG,16993,NSE,,
742AP43A-SG,23680,NSE,,
742AP44-SG,23681,NSE,,
742AP45-SG,23757,NSE,,
742AP46-SG,23758,NSE,,
742AS34-SG,22991,NSE,,
742BR31-SG,760253,NSE,,
742CG31-SG,16976,NSE,,
742GJ31-SG,22608,NSE,,
742GJ33-SG,22697,NSE,,
742HP38-SG,18409,NSE,,
742HR32-SG,761552,NSE,,
742HR34-SG,23815,NSE,,
742HR35-SG,22994,NSE,,
742KA32-SG,23342,NSE,,
742KA35-SG,22993,NSE,,
742KA35A-SG,760509,NSE,,
742KA39-SG,22880,NSE,,
742KL34-SG,8579,NSE,,
742KL43-SG,17257,NSE,,
742KL46-SG,24342,NSE,,
742KL49-SG,23216,NSE,,
742KL64-SG,23218,NSE,,
742MH34-SG,23540,NSE,,
742MH37-SG,23541,NSE,,
742ML32-SG,16977,NSE,,
742MP44-SG,22872,NSE,,
742MP45-SG,22881,NSE,,
742MP46-SG,22882,NSE,,
742PFC28-N0,29719,NSE,,
742RJ32-SG,23813,NSE,,
742RJ39-SG,22869,NSE,,
742SIDBI29-N0,29600,NSE,,
742TN33-SG,17221,NSE,,
742TN34-SG,22866,NSE,,
742TN34A-SG,23423,NSE,,
742TN35-SG,760267,NSE,,
742TN43-SG,16992,NSE,,
742TS41-SG,23210,NSE,,
742TS48-SG,23683,NSE,,
742WB36-SG,759030,NSE,,
74342PHF30-N0,757702,NSE,,
743AP31-SG,15264,NSE,,
743AP35-SG,17457,NSE,,
743AP39-SG,16987,NSE,,
743AP41-SG,17250,NSE,,
743AP42-SG,17251,NSE,,
743AP42A-SG,23679,NSE,,
743AP42B-SG,24010,NSE,,
743AP44-SG,24012,NSE,,
743AP46-SG,24001,NSE,,
743BR39-SG,22870,NSE,,
743BR55-SG,758410,NSE,,
743CG29-SG,22694,NSE,,
743GJ27-SG,21133,NSE,,
743GJ31-SG,22693,NSE,,
743GS2076-GS,760649,NSE,,
743HP28-SG,10559,NSE,,
743HR34-SG,24005,NSE,,
743HR39-SG,759188,NSE,,
743HR39A-SG,759323,NSE,,
743HR41-SG,8364,NSE,,
743JK46-SG,24013,NSE,,
743JK53-SG,17850,NSE,,
743JK53A-SG,18519,NSE,,
743MH35-SG,22877,NSE,,
743MH36-SG,22878,NSE,,
743MH39-SG,23429,NSE,,
743MH40-SG,760072,NSE,,
743MN36-SG,23816,NSE,,
743MP43-SG,759031,NSE,,
743MZ36-SG,16261,NSE,,
743MZ37-SG,16268,NSE,,
743NBFID34-N0,24364,NSE,,
743NIIF30-N0,757569,NSE,,
743OR40-SG,759189,NSE,,
743PHFL28-N0,759939,NSE,,
743PN48-SG,17114,NSE,,
743PN48A-SG,17841,NSE,,
743REC35-NH,19926,NSE,,
743RJ31-SG,763283,NSE,,
743RJ34-SG,23997,NSE,,
743RJ44-SG,22873,NSE,,
743RJ48-SG,17113,NSE,,
743RJ49-SG,18916,NSE,,
743TN32-SG,24004,NSE,,
743TN33-SG,18404,NSE,,
743TN34-SG,23326,NSE,,
743TN34A-SG,23674,NSE,,
743TN36-SG,759916,NSE,,
743TN43-SG,17670,NSE,,
743TN47-SG,8587,NSE,,
743TN53-SG,17671,NSE,,
743TN53A-SG,18922,NSE,,
743TS33-SG,15265,NSE,,
743TS41-SG,17840,NSE,,
743TS41A-SG,23678,NSE,,
743TS43-SG,24011,NSE,,
743TS50-SG,17115,NSE,,
743TS54-SG,22211,NSE,,
744AP33-SG,18400,NSE,,
744AP35-SG,760268,NSE,,
744AP36-SG,18681,NSE,,
744AP39-SG,22701,NSE,,
744AP39A-SG,22754,NSE,,
744AP40-SG,18411,NSE,,
744AP42-SG,8721,NSE,,
744AP43-SG,17669,NSE,,
744BR40-SG,759741,NSE,,
744CG29-SG,22742,NSE,,
744CG30-SG,22692,NSE,,
744GA33-SG,18327,NSE,,
744GJ33-SG,761553,NSE,,
744HP34-SG,23999,NSE,,
744HR27-SG,12657,NSE,,
744HR32-SG,17220,NSE,,
744HR33-SG,18323,NSE,,
744HR35-SG,18407,NSE,,
744HR36-SG,22879,NSE,,
744HR41-SG,759325,NSE,,
744IREDA34-N0,24179,NSE,,
744IRF34-N0,24065,NSE,,
744IRFC34-NR,22887,NSE,,
744JH41-SG,759191,NSE,,
744JK38-SG,17223,NSE,,
744JK53-SG,17672,NSE,,
744KA33-SG,23344,NSE,,
744KA34-SG,22868,NSE,,
744KA35-SG,8120,NSE,,
744KA36-SG,759917,NSE,,
744KA36A-SG,761325,NSE,,
744KL50-SG,759037,NSE,,
744MH34-SG,760844,NSE,,
744MH41-SG,23430,NSE,,
744MH42-SG,23432,NSE,,
744MH42A-SG,23496,NSE,,
744ML31-SG,17116,NSE,,
744ML35-SG,760093,NSE,,
744MN35-SG,18406,NSE,,
744MP34-SG,760908,NSE,,
744MP35-SG,18703,NSE,,
744MP35A-SG,761457,NSE,,
744MP38-SG,760070,NSE,,
744MP40-SG,22756,NSE,,
744MP46-SG,759033,NSE,,
