symbol,angel_token,exchange,instrument_type,expiry
772GS2049-GS,9604,NSE,,
772GS2055-GS,7136,NSE,,
772HP31-SG,14637,NSE,,
772HR32-SG,14638,NSE,,
772HR33-SG,20393,NSE,,
772HR35-SG,19901,NSE,,
772IGT31-NK,3470,NSE,,
772JK32-SG,9717,NSE,,
772JK43-SG,20947,NSE,,
772JK43A-SG,760794,NSE,,
772KA35-SG,20396,NSE,,
772KA35A-SG,20477,NSE,,
772KA37-SG,21281,NSE,,
772KL45-SG,760149,NSE,,
772MH31-SG,14367,NSE,,
772MH32-SG,14639,NSE,,
772MH34-SG,9724,NSE,,
772MH35-SG,21271,NSE,,
772ML31-SG,19517,NSE,,
772MN32-SG,9718,NSE,,
772MN37-SG,758934,NSE,,
772MP38-SG,13977,NSE,,
772MP45-SG,761017,NSE,,
772MP49-SG,761018,NSE,,
772MZ38-SG,19539,NSE,,
772RJ33-SG,19912,NSE,,
772RJ35-SG,9725,NSE,,
772TIL34-N0,25078,NSE,,
772TN33-SG,19618,NSE,,
772TN34-SG,21269,NSE,,
772TS35-SG,19609,NSE,,
772TS36-SG,19902,NSE,,
772TS46-SG,14452,NSE,,
772TS57-SG,758920,NSE,,
772TS63-SG,758922,NSE,,
772UP34-SG,19900,NSE,,
772UP36-SG,13973,NSE,,
772UP36A-SG,763200,NSE,,
772UP44-SG,761444,NSE,,
772WB37-SG,20399,NSE,,
772WB38-SG,11295,NSE,,
772WB41-SG,760062,NSE,,
772WB44-SG,761377,NSE,,
773AIFL26-N0,758874,NSE,,
773AIFL28-N0,758876,NSE,,
773AIFL30-N0,758689,NSE,,
773AP32-SG,14640,NSE,,
773AP32A-SG,20391,NSE,,
773BR32-SG,11598,NSE,,
773BR33-SG,14534,NSE,,
773BR38-SG,19904,NSE,,
773BR39-SG,21167,NSE,,
773BR39A-SG,21539,NSE,,
773CG31-SG,19746,NSE,,
773CG44-SG,761445,NSE,,
773CIFCL31-N0,760639,NSE,,
773GA33-SG,19717,NSE,,
773GJ29-SG,21049,NSE,,
773GJ32-SG,10648,NSE,,
773GJ36-SG,14652,NSE,,
773GS2034-GS,7127,NSE,,
773HR32-SG,14369,NSE,,
773HR33-SG,9441,NSE,,
773HR45-SG,761010,NSE,,
773HR45A-SG,761446,NSE,,
773KA34-SG,20350,NSE,,
773KA35-SG,19721,NSE,,
773KA35A-SG,21163,NSE,,
773KA36-SG,19723,NSE,,
773KA41-SG,21818,NSE,,
773LIC34-N2,23248,NSE,,
773LICH27-N0,30149,NSE,,
773MH32-SG,14819,NSE,,
773MH34-SG,14645,NSE,,
773MH36-SG,21273,NSE,,
773MN35-SG,19611,NSE,,
773MZ39-SG,21872,NSE,,
773PN32-SG,758926,NSE,,
773RJ33-SG,19716,NSE,,
773RJ38-SG,13979,NSE,,
773RJ55-SG,758919,NSE,,
773TCHFL30-N0,29103,NSE,,
773TIL35-N0,29676,NSE,,
773TN36-SG,763284,NSE,,
773TS34-SG,14436,NSE,,
773TS40-SG,20189,NSE,,
773UP33-SG,14538,NSE,,
773UP33A-SG,19891,NSE,,
773UP34-SG,20179,NSE,,
773UP35-SG,20180,NSE,,
773WB32-SG,9719,NSE,,
773WB43-SG,760849,NSE,,
774AP31-SG,10647,NSE,,
774AP32-SG,14373,NSE,,
774AP32A-SG,21153,NSE,,
774AP36-SG,19724,NSE,,
774AP36A-SG,21164,NSE,,
774AP38-SG,10719,NSE,,
774AP42-SG,11417,NSE,,
774AS33-SG,19892,NSE,,
774AS33A-SG,20476,NSE,,
774BR38-SG,20401,NSE,,
774BR39-SG,21877,NSE,,
774CG31-SG,20342,NSE,,
774GA32-SG,11597,NSE,,
774GJ38-SG,763621,NSE,,
774HP38-SG,20184,NSE,,
774HR29-SG,11676,NSE,,
774HR31-SG,14814,NSE,,
774HR35-SG,9444,NSE,,
774IREDA31-N7,20030,NSE,,
774IREDA35-N0,30479,NSE,,
774JK43-SG,20365,NSE,,
774JK46-SG,761011,NSE,,
774KA34-SG,21155,NSE,,
774KA36-SG,21274,NSE,,
774KA37-SG,12311,NSE,,
774KL60-SG,758921,NSE,,
774LIC28-N0,25047,NSE,,
774LICH27-N0,27280,NSE,,
774MH33-SG,14378,NSE,,
774ML35-SG,761558,NSE,,
774MP43-SG,14656,NSE,,
774MP47-SG,761379,NSE,,
774MZ33-SG,10540,NSE,,
774MZ38-SG,14558,NSE,,
774MZ41-SG,761373,NSE,,
774NBFID36-N0,763469,NSE,,
774PN39-SG,14653,NSE,,
774PSB34-N0,28550,NSE,,
774RJ33-SG,20347,NSE,,
774RJ33A-SG,20394,NSE,,
774RJ34-SG,21156,NSE,,
774RJ39-SG,19728,NSE,,
774RJ40-SG,14654,NSE,,
774RJ42-SG,11418,NSE,,
774RJ49-SG,14663,NSE,,
774TN36-SG,763737,NSE,,
774TR41-SG,761372,NSE,,
774TS35-SG,20352,NSE,,
774TS45-SG,10783,NSE,,
774TS46-SG,10784,NSE,,
774TS48-SG,14660,NSE,,
774TS51-SG,758937,NSE,,
774TS55-SG,758918,NSE,,
774UK33-SG,14376,NSE,,
774UP37-SG,14554,NSE,,
774UP38-SG,31638,NSE,,
774WB39-SG,11607,NSE,,
774WB41-SG,14655,NSE,,
774WB43-SG,14658,NSE,,
774WB44-SG,761051,NSE,,
774WB48-SG,761052,NSE,,
775AP29-SG,11760,NSE,,
775AR46-SG,761378,NSE,,
775BTL28-N0,761307,NSE,,
775CG31-SG,14816,NSE,,
775CG42-SG,760792,NSE,,
775CIT38-N0,29551,NSE,,
775GA33-SG,20348,NSE,,
775GJ32-SG,11400,NSE,,
775HP32-SG,14818,NSE,,
775HR35-SG,19722,NSE,,
775HR35A-SG,20353,NSE,,
775LICH29-N0,24942,NSE,,
775LTFL27-N0,27803,NSE,,
775MN33-SG,763369,NSE,,
775NIIF33-N0,761509,NSE,,
775NL33-SG,14821,NSE,,
775PN36-SG,19486,NSE,,
775PN42-SG,10782,NSE,,
775RJ35-SG,20354,NSE,,
775RJ36-SG,19903,NSE,,
775SFL26-N0,27928,NSE,,
775SIDBI27-N1,21741,NSE,,
775SK33-SG,14822,NSE,,
775SK33A-SG,19483,NSE,,
775TN30-SG,22104,NSE,,
775TN32-SG,10651,NSE,,
775TS37-SG,19725,NSE,,
775TS45-SG,761448,NSE,,
775TS53-SG,760938,NSE,,
775UP33-SG,20349,NSE,,
775UP34-SG,20351,NSE,,
775UP35-SG,14441,NSE,,
775UP38-SG,14442,NSE,,
775WB39-SG,14446,NSE,,
775WB47-SG,758727,NSE,,
776AP32-SG,9438,NSE,,
776AP37-SG,19726,NSE,,
776AS46-SG,761007,NSE,,
776FEDB34-N0,27094,NSE,,
776GA38-SG,761568,NSE,,
776HP30-SG,10235,NSE,,
776HP33-SG,14641,NSE,,
776HR30-SG,11867,NSE,,
776HR39-SG,761569,NSE,,
776KA41-SG,761572,NSE,,
776KL35-SG,21272,NSE,,
776KL38-SG,10773,NSE,,
776KL51-SG,14855,NSE,,
776KL58-SG,14861,NSE,,
776MH30-SG,11390,NSE,,
776MN35-SG,14379,NSE,,
776MP37-SG,19727,NSE,,
776MP37A-SG,20357,NSE,,
776PN37-SG,9449,NSE,,
776TIL34-N1,23892,NSE,,
776TN53-SG,14860,NSE,,
776TS39-SG,760915,NSE,,
776UK33-SG,14820,NSE,,
776WB49-SG,761451,NSE,,
777AP35-SG,20355,NSE,,
777AP40-SG,14341,NSE,,
777BR52-SG,760937,NSE,,
777GJ31-SG,9771,NSE,,
777GJ32-SG,10459,NSE,,
777HR32-SG,10652,NSE,,
777HR33-SG,14825,NSE,,
777HR36-SG,21276,NSE,,
777IREDA27-N9,21308,NSE,,
777JK35-SG,14437,NSE,,
777JK37-SG,11604,NSE,,
777KL48-SG,761450,NSE,,
777MH44-SG,763066,NSE,,
777ML36-SG,763370,NSE,,
777MN38-SG,20361,NSE,,
777MP43-SG,14451,NSE,,
777MP47-SG,14850,NSE,,
777PN33-SG,19720,NSE,,
777PN36-SG,20397,NSE,,
777PN38-SG,760914,NSE,,
777RJ32-SG,10638,NSE,,
777RJ33-SG,14642,NSE,,
777TR41-SG,761476,NSE,,
777WB46-SG,758726,NSE,,
778ABSL35-N0,757453,NSE,,
778AIFL30-N0,757639,NSE,,
778AP41-SG,9450,NSE,,
778AP42-SG,9451,NSE,,
778AS34-SG,21270,NSE,,
778BR31-SG,19747,NSE,,
778HR40-SG,760917,NSE,,
778KL45-SG,758936,NSE,,
778MH29-SG,21933,NSE,,
778MH30-SG,11678,NSE,,
778ML31-SG,10330,NSE,,
778MZ32-SG,11401,NSE,,
778MZ37-SG,11294,NSE,,
778NL33-SG,20395,NSE,,
778PN37-SG,21165,NSE,,
778PY36-SG,21277,NSE,,
778RJ33-SG,14824,NSE,,
778SHFL28-N0,27282,NSE,,
778TR41-SG,761033,NSE,,
778TS34-SG,14647,NSE,,
778UP35-SG,14649,NSE,,
778UP36-SG,14651,NSE,,
7794LTFL31-N0,763080,NSE,,
7798LTFH29-N0,25939,NSE,,
779AP31-SG,10458,NSE,,
779AP42-SG,763076,NSE,,
779AP51-SG,761525,NSE,,
779GJ41-SG,763739,NSE,,
779HP38-SG,14839,NSE,,
779JK35-SG,14650,NSE,,
779JK41-SG,761374,NSE,,
779JK51-SG,761521,NSE,,
779LTFL30-N0,29643,NSE,,
779MH54-SG,763069,NSE,,
779MN42-SG,31613,NSE,,
779MZ41-SG,31688,NSE,,
779PN36-SG,20356,NSE,,
779PN37-SG,20360,NSE,,
779PN38-SG,21166,NSE,,
779PY41-SG,761417,NSE,,
779RJ32-SG,11404,NSE,,
779SIDBI27-N0,20843,NSE,,
779TN32-SG,11405,NSE,,
779UP33-SG,14829,NSE,,
779UP51-SG,761524,NSE,,
779WB40-SG,19905,NSE,,
779WB42-SG,14447,NSE,,
779WB45-SG,761447,NSE,,
779WB51-SG,761535,NSE,,
77AP28-SG,14359,NSE,,
77AP29-SG,14421,NSE,,
77AP29A-SG,20390,NSE,,
77AP30-SG,14268,NSE,,
77AP30A-SG,14636,NSE,,
77AP32-SG,14958,NSE,,
77AP38-SG,20482,NSE,,
77AP42-SG,21825,NSE,,
77AP43-SG,19730,NSE,,
77AP43A-SG,21168,NSE,,
77AP47-SG,760162,NSE,,
77BR31-SG,19522,NSE,,
77BR32-SG,12300,NSE,,
77BR38-SG,20226,NSE,,
77GA33-SG,19481,NSE,,
77GA33A-SG,19910,NSE,,
77GA33B-SG,20171,NSE,,
77GJ36-SG,763736,NSE,,
77GJ40-SG,31687,NSE,,
77HP36-SG,13896,NSE,,
77HP38-SG,13901,NSE,,
77HR31-SG,14159,NSE,,
77HR32-SG,14532,NSE,,
77HR34-SG,12303,NSE,,
77IGT28-NE,3428,NSE,,
77JK37-SG,13392,NSE,,
77KA33-SG,19909,NSE,,
77KA34-SG,19606,NSE,,
77KL47-SG,11424,NSE,,
77MH30-SG,11590,NSE,,
77MH31-SG,14424,NSE,,
77MH33-SG,14425,NSE,,
77MH33A-SG,20172,NSE,,
77MH34-SG,19899,NSE,,
77MH34A-SG,20173,NSE,,
77MN35-SG,13892,NSE,,
77MZ35-SG,13256,NSE,,
77NVCL28-N0,759795,NSE,,
77PN40-SG,13992,NSE,,
77PN42-SG,11416,NSE,,
77PY35-SG,761557,NSE,,
77RJ32-SG,9532,NSE,,
77RJ43-SG,19732,NSE,,
77SHFL36-N0,761139,NSE,,
77SK34-SG,22498,NSE,,
77TN42-SG,10844,NSE,,
77TS37-SG,763074,NSE,,
77TS38-SG,20480,NSE,,
77TS54-SG,761412,NSE,,
77UK35-SG,761757,NSE,,
77UP33-SG,19616,NSE,,
77UP34-SG,19484,NSE,,
77UP35-SG,20221,NSE,,
77WB48-SG,761380,NSE,,
780AP33-SG,21050,NSE,,
780BFL27-N0,23240,NSE,,
780HFL27-N0,760133,NSE,,
780HR30-SG,20219,NSE,,
780KA30-SG,20964,NSE,,
780SICC29-N0,27907,NSE,,
780TN41-SG,763286,NSE,,
780TOPL31-N0,760747,NSE,,
780TS42-SG,760919,NSE,,
781AP56-SG,763070,NSE,,
781GA32-SG,9779,NSE,,
781GJ32-SG,11506,NSE,,
781HP36-SG,761644,NSE,,
781HR32-SG,9780,NSE,,
781HR32A-SG,10331,NSE,,
781HR32B-SG,10461,NSE,,
781HR32C-SG,11690,NSE,,
781JK51-SG,31619,NSE,,
781KL37-SG,762424,NSE,,
781KL44-SG,11706,NSE,,
781MZ37-SG,20400,NSE,,
781RJ32-SG,10462,NSE,,
781RJ47-SG,10219,NSE,,
781RJ49-SG,763068,NSE,,
781TCHE27-N0,24883,NSE,,
781TN52-SG,10190,NSE,,
781UP32-SG,11408,NSE,,
781UP34-SG,11603,NSE,,
781UP34A-SG,14830,NSE,,
781UP41-SG,760918,NSE,,
78241ABH29-N0,27033,NSE,,
782AP35-SG,11412,NSE,,
782AP42-SG,10555,NSE,,
782AS32-SG,10246,NSE,,
782AS32A-SG,11764,NSE,,
782CG48-SG,763196,NSE,,
782GJ32-SG,10196,NSE,,
782HP32-SG,10247,NSE,,
782JK42-SG,758722,NSE,,
782MN32-SG,9781,NSE,,
782MP40-SG,761718,NSE,,
782MP42-SG,760920,NSE,,
782NL32-SG,10463,NSE,,
782NL32A-SG,11881,NSE,,
782PN42-SG,10558,NSE,,
782RJ32-SG,11765,NSE,,
782RJ44-SG,10525,NSE,,
782SK32-SG,10470,NSE,,
782SK32A-SG,11878,NSE,,
782TN32-SG,11693,NSE,,
782TS47-SG,763067,NSE,,
782UP46-SG,31618,NSE,,
782WB32-SG,10252,NSE,,
782WB45-SG,760932,NSE,,
7835LIC27-N1,22971,NSE,,
783AP43-SG,761573,NSE,,
783AS32-SG,10357,NSE,,
783AS46-SG,763193,NSE,,
783BR32-SG,11882,NSE,,
783CG40-SG,762422,NSE,,
783CIFCL28-N0,760553,NSE,,
783GA32-SG,11683,NSE,,
783HR32-SG,11507,NSE,,
783HR43-SG,760922,NSE,,
783KL39-SG,14840,NSE,,
783KL49-SG,763197,NSE,,
783MH30-SG,21940,NSE,,
783MN32-SG,10368,NSE,,
783MP48-SG,763199,NSE,,
783PN42-SG,11769,NSE,,
783RJ32-SG,9915,NSE,,
783RJ50-SG,14854,NSE,,
783TN42-SG,11704,NSE,,
783TS35-SG,11413,NSE,,
783TS36-SG,11415,NSE,,
783WB32-SG,9782,NSE,,
784AS32-SG,11679,NSE,,
784BR41-SG,763622,NSE,,
784HP37-SG,11874,NSE,,
784ML36-SG,761642,NSE,,
784MP47-SG,760935,NSE,,
784PN38-SG,763075,NSE,,
784RJ32-SG,11691,NSE,,
784RJ41-SG,14845,NSE,,
784TN52-SG,9953,NSE,,
784TS34-SG,11409,NSE,,
784TS36-SG,10545,NSE,,
784TS39-SG,11767,NSE,,
784TS40-SG,11768,NSE,,
784TS47-SG,760936,NSE,,
784WB47-SG,760934,NSE,,
784WB47A-SG,761520,NSE,,
78537ABH30-N0,29190,NSE,,
785ABHFL28-N0,27713,NSE,,
785AP37-SG,9928,NSE,,
785AP40-SG,11514,NSE,,
785AS32-SG,10197,NSE,,
785AS32A-SG,11505,NSE,,
785BR32-SG,11513,NSE,,
785BR32A-SG,11682,NSE,,
785BTL29-N0,761309,NSE,,
785HP36-SG,11870,NSE,,
785IIFL27-N0,25058,NSE,,
785KL34-SG,9788,NSE,,
785KL35-SG,10532,NSE,,
785KSFP28-N0,761401,NSE,,
785MFL29-N0,760819,NSE,,
785MP32-SG,10198,NSE,,
785MZ38-SG,763371,NSE,,
785MZ42-SG,760921,NSE,,
785PN32-SG,10394,NSE,,
785PN42-SG,11515,NSE,,
785RJ37-SG,9943,NSE,,
785RJ39-SG,9952,NSE,,
785SK32-SG,11509,NSE,,
785TCHFL29-N0,763382,NSE,,
785TPL28-N0,760966,NSE,,
785TRPEL34-N0,25372,NSE,,
785UK30-SG,22201,NSE,,
785UK32-SG,11510,NSE,,
785WB42-SG,14849,NSE,,
78618ABH28-N0,756043,NSE,,
7865LICH26-N0,24472,NSE,,
786ABHFL28-N0,29559,NSE,,
786AP33-SG,11759,NSE,,
786AP38-SG,763738,NSE,,
786AS32-SG,9916,NSE,,
786BR39-SG,760916,NSE,,
786HR32-SG,10202,NSE,,
786JH34-SG,11885,NSE,,
786KL42-SG,762425,NSE,,
786MH30-SG,9821,NSE,,
786MP42-SG,762426,NSE,,
786MZ32-SG,9922,NSE,,
786TCHFL29-N0,25439,NSE,,
7875NIIF30-N0,25933,NSE,,
787AS46-SG,760933,NSE,,
787HP34-SG,11886,NSE,,
787HP35-SG,11869,NSE,,
787LDL29-N0,759174,NSE,,
787LIC29-N3,23751,NSE,,
787MZ36-SG,11873,NSE,,
787RJ38-SG,761717,NSE,,
787RJ40-SG,11701,NSE,,
787RJ41-SG,763524,NSE,,
787SDIL30-N0,24741,NSE,,
787SK36-SG,761560,NSE,,
787TN33-SG,10338,NSE,,
787UK44-SG,763623,NSE,,
788AP46-SG,761519,NSE,,
788GA30-SG,21047,NSE,,
788GS2030-GS,7122,NSE,,
788HR41-SG,761759,NSE,,
788KL46-SG,761576,NSE,,
788MFL28-N0,759498,NSE,,
788MN39-SG,761570,NSE,,
788MP33-SG,11695,NSE,,
788NIIF31-N0,763208,NSE,,
788NL32-SG,9923,NSE,,
788RJ32-SG,22065,NSE,,
788UK46-SG,761493,NSE,,
788UP46-SG,761575,NSE,,
788WB44-SG,761574,NSE,,
789GIL30-N0,759148,NSE,,
789GIL31-N0,759150,NSE,,
789HP37-SG,10551,NSE,,
789HP41-SG,761571,NSE,,
789MH32-SG,9822,NSE,,
789SDIL29-N1,23656,NSE,,
789TS34-SG,10334,NSE,,
789TS36-SG,11696,NSE,,
789WB37-SG,10553,NSE,,
789WB40-SG,14844,NSE,,
78ABCL33-N1,755940,NSE,,
78AP31-SG,9773,NSE,,
78AP31A-SG,9914,NSE,,
78GJ32-SG,9777,NSE,,
78GJ32A-SG,10367,NSE,,
78JK35-SG,14834,NSE,,
78JK46-SG,761449,NSE,,
78KL45-SG,11770,NSE,,
78ML31-SG,9774,NSE,,
78NABARD27-N0,21239,NSE,,
78PN36-SG,761565,NSE,,
78TN32-SG,9776,NSE,,
78TN32A-SG,10460,NSE,,
78TN41-SG,763732,NSE,,
78TN42-SG,11877,NSE,,
790ABHFL27-N0,29557,NSE,,
790ABHFL28-N0,30063,NSE,,
790ABSLI36-N0,761362,NSE,,
790CANF30-N0,29457,NSE,,
790IHFL27-N0,760817,NSE,,
790LTFL34-N0,28109,NSE,,
790NOM28-N0,761399,NSE,,
790TIL28-N0,758650,NSE,,
790TPL29-N0,760964,NSE,,
79123SHF26-N0,25016,NSE,,
791ABCL34-N7,755946,NSE,,
791JK46-SG,763733,NSE,,
791KL30-SG,21904,NSE,,
791MH39-SG,761647,NSE,,
791PN36-SG,761645,NSE,,
791PN41-SG,763522,NSE,,
791TS43-SG,10269,NSE,,
791UP37-SG,11697,NSE,,
792AP41-SG,10337,NSE,,
792AP42-SG,10218,NSE,,
792AP42A-SG,10257,NSE,,
792BR51-SG,762420,NSE,,
792KL41-SG,761760,NSE,,
792LIC27-N5,24073,NSE,,
792PN44-SG,763523,NSE,,
792TCHF34-N0,24383,NSE,,
792TCHFL34-NF,23246,NSE,,
792TS45-SG,10272,NSE,,
793AP33-SG,10203,NSE,,
793KA31-SG,20965,NSE,,
793NIIF30-N0,27304,NSE,,
793NIIF32-N0,30200,NSE,,
793RJ45-SG,10645,NSE,,
793THDC34-N0,21463,NSE,,
793TN42-SG,10644,NSE,,
793TPRE29-N0,24257,NSE,,
793TPRE34-N0,24255,NSE,,
793TS34-SG,10204,NSE,,
793TS35-SG,10207,NSE,,
793UP30-SG,22084,NSE,,
793WB37-SG,11698,NSE,,
79413ABC28-N8,755947,NSE,,
794AP34-SG,10206,NSE,,
794CIFCL29-N0,761522,NSE,,
794HR34-SG,10205,NSE,,
794PN42-SG,10333,NSE,,
794TN32-SG,9869,NSE,,
794TS36-SG,10212,NSE,,
795AMLIL35-N0,759073,NSE,,
795AP38-SG,10214,NSE,,
795AP39-SG,10215,NSE,,
795AP40-SG,10216,NSE,,
795AP40A-SG,10255,NSE,,
795GS2032-GS,6835,NSE,,
795HR32-SG,9870,NSE,,
795HR37-SG,10640,NSE,,
795IGT31-NI,3457,NSE,,
795JK30-SG,21046,NSE,,
795NIIF36-N2,23140,NSE,,
795SHFL34-N2,23563,NSE,,
795TS35-SG,10382,NSE,,
795TS37-SG,10642,NSE,,
795WB39-SG,11700,NSE,,
796AP38-SG,761646,NSE,,
796AP40-SG,10643,NSE,,
796SHFL31-N0,763508,NSE,,
796TIL29-N0,758652,NSE,,
796WB37-SG,10213,NSE,,
79742SIC30-N0,29467,NSE,,
797ABCL28-N9,755948,NSE,,
797AP36-SG,10639,NSE,,
797AP39-SG,10336,NSE,,
797HR42-SG,10479,NSE,,
797IGT31-NL,3476,NSE,,
797PN38-SG,14836,NSE,,
797RJ42-SG,10480,NSE,,
797RJ43-SG,761648,NSE,,
797SFL30-N0,22921,NSE,,
797TACA31-N0,763361,NSE,,
797TOPO34-N0,761356,NSE,,
797TOPO35-N0,761358,NSE,,
797TOPO36-N0,761360,NSE,,
797TS43-SG,761649,NSE,,
797WB42-SG,10454,NSE,,
798AP31-SG,20961,NSE,,
798RJ42-SG,10381,NSE,,
798SHFL26-N0,24720,NSE,,
799AP40-SG,761758,NSE,,
799GSGL28-N0,759941,NSE,,
799GSGL29-N0,759943,NSE,,
799HFL27-N0,758212,NSE,,
799HR44-SG,761744,NSE,,
799LTFH27-N0,25151,NSE,,
799NIIF29-N0,25390,NSE,,
799NIIF37-N0,29960,NSE,,
799RCFL27-N0,24775,NSE,,
799RJ41-SG,761761,NSE,,
799TCL29-NE,22684,NSE,,
799TCL34-ND,22643,NSE,,
799TFSIL27-N0,28539,NSE,,
799TN42-SG,9834,NSE,,
799TS30-SG,22205,NSE,,
799TS35-SG,22204,NSE,,
799UK44-SG,761745,NSE,,
799WB35-SG,22175,NSE,,
79ABCL28-NA,755949,NSE,,
79AP33-SG,9785,NSE,,
79AP34-SG,9797,NSE,,
79HR34-SG,10332,NSE,,
79IGT28-NF,3433,NSE,,
79MP56-SG,762427,NSE,,
79NHIT35-N1,11658,NSE,,
79NHIT40-N2,11665,NSE,,
79NHIT47-N3,11669,NSE,,
79RJ42-SG,9800,NSE,,
79SHFL27-N0,25593,NSE,,
79TS44-SG,10271,NSE,,
7EHLS346-N0,760652,NSE,,
7EHPP46-N0,760671,NSE,,
7EHS246-N0,760650,NSE,,
7IREDAL30-N0,756878,NSE,,
7PFCL31-N3,760801,NSE,,
7PFCL36-N4,760802,NSE,,
8016ABCL29-NB,755950,NSE,,
801ABCL28-NC,755951,NSE,,
801TCH28-N7,16838,NSE,,
801TCL34-N0,24558,NSE,,
801WB41-SG,10393,NSE,,
80208ABC30-ND,755952,NSE,,
802ABHF28-N1,20588,NSE,,
802AP38-SG,10383,NSE,,
802AP42-SG,761762,NSE,,
802MZ36-SG,10374,NSE,,
802TS35-SG,9824,NSE,,
802WB37-SG,10384,NSE,,
8034ABCL34-NE,755953,NSE,,
803ABCL33-NF,755954,NSE,,
803ABCL35-N0,756882,NSE,,
803ABHF27-N2,20590,NSE,,
803ABHFL29-N0,25227,NSE,,
803ABHFL35-N0,756071,NSE,,
803AP35-SG,9826,NSE,,
803AP36-SG,10355,NSE,,
803ICPR34-N0,28519,NSE,,
803MFL31-N0,759899,NSE,,
803TIL30-N0,758654,NSE,,
80409TCH27-NC,20786,NSE,,
8049ABHF27-N0,25145,NSE,,
804AP37-SG,10471,NSE,,
804AP41-SG,9871,NSE,,
804AP42-SG,9872,NSE,,
804KL46-SG,761748,NSE,,
804PN42-SG,10268,NSE,,
804TR48-SG,761749,NSE,,
804WB52-SG,761753,NSE,,
804WB56-SG,761754,NSE,,
805ABCL28-N5,755944,NSE,,
805AIFL32-N0,759603,NSE,,
805HLICL34-N0,25793,NSE,,
805MFL27-N0,757513,NSE,,
805MFL30-N0,759500,NSE,,
805NIT32-N0,28799,NSE,,
805NMC29-N1,761075,NSE,,
805NMC30-N2,761076,NSE,,
805NMC31-N3,761077,NSE,,
805NMC32-N4,761078,NSE,,
805NMC33-N5,761079,NSE,,
805NMC34-N6,761080,NSE,,
805NMC35-N7,761081,NSE,,
805NMC36-N8,761082,NSE,,
805PHFL30-N0,29535,NSE,,
805RJ37-SG,10474,NSE,,
805SHFL29-N3,24063,NSE,,
805SICCL35-N0,760314,NSE,,
805TCHFL29-NG,24089,NSE,,
805TFSIL28-N0,30496,NSE,,
806JK37-SG,10477,NSE,,
806RJ57-SG,761660,NSE,,
806SDIL29-N0,22515,NSE,,
806TFSIL28-N0,29202,NSE,,
806WB49-SG,761750,NSE,,
807ABCL36-N0,763252,NSE,,
807AP36-SG,9830,NSE,,
807AP51-SG,761658,NSE,,
807MH49-SG,761657,NSE,,
807NIIF29-N3,24129,NSE,,
807NIIF39-N1,22416,NSE,,
807SMFG27-N0,25229,NSE,,
807TR43-SG,761763,NSE,,
807TS56-SG,761659,NSE,,
807WB38-SG,10478,NSE,,
808CIFCL29-N0,763290,NSE,,
80956ABH26-N0,24773,NSE,,
80980TCL27-N0,29973,NSE,,
809CANF27-N0,30045,NSE,,
809HFL33-N0,761426,NSE,,
809MP50-SG,761751,NSE,,
809UP51-SG,761752,NSE,,
809UP56-SG,761755,NSE,,
80AP44-SG,761746,NSE,,
80NL30-SG,21995,NSE,,
80NL41-SG,761719,NSE,,
80TR46-SG,761747,NSE,,
8104PHFL28-N0,29073,NSE,,
810ABHF28-N0,20586,NSE,,
810GIL28-N0,27160,NSE,,
810HLICL35-N0,29639,NSE,,
810IRFC27-N2,31128,NSE,,
810JH32-SG,22199,NSE,,
810KL32-SG,21905,NSE,,
810NIIF34-N0,22461,NSE,,
810NIT40-N0,29022,NSE,,
810SIHF35-N0,760312,NSE,,
810TCHFL27-ND,22768,NSE,,
810TVSH29-N0,761577,NSE,,
812ABCL28-NG,755955,NSE,,
812ABHF29-N0,24466,NSE,,
812REC27-NI,19924,NSE,,
812SFL27-N2,24131,NSE,,
8137TCL24-NH,23809,NSE,,
813ABHF28-N3,20595,NSE,,
813AIFL32-N0,758695,NSE,,
813GS2045-GS,7124,NSE,,
813LTF29-NP,22482,NSE,,
813PNBH33-N0,20903,NSE,,
814KSFP36-N0,757997,NSE,,
814TPL27-N0,25782,NSE,,
815ANN29-N0,756033,NSE,,
815ANN30-N0,756027,NSE,,
815ANN31-N0,756031,NSE,,
815ANN32-N0,756029,NSE,,
815CHLI36-N0,761305,NSE,,
815GHFL35-N0,756329,NSE,,
815GIL29-N0,27163,NSE,,
815GS2026-GS,7114,NSE,,
815JK30-SG,22181,NSE,,
815LTF27-NO,21231,NSE,,
815MOFS28-N0,760344,NSE,,
815PHFL27-N0,25805,NSE,,
815PNB27-N0,27267,NSE,,
815SICC26-N0,25455,NSE,,
815SICC27-N0,25451,NSE,,
815TACA29-N0,750554,NSE,,
815TCHFL31-N0,750588,NSE,,
816ABCL29-NH,755956,NSE,,
816KSFP29-N0,28503,NSE,,
816LTFH27-N0,24302,NSE,,
817ABHF27-N0,24464,NSE,,
817GHFL30-N0,29979,NSE,,
817GS2044-GS,7115,NSE,,
817TFSIL27-N3,23980,NSE,,
818CANF29-N1,23449,NSE,,
818GFL26-N0,28965,NSE,,
818TFSIL27-N0,24695,NSE,,
818TPL27-N0,27396,NSE,,
819CIFL26-N0,28981,NSE,,
819CIFL27-N0,30492,NSE,,
81ABCL29-NI,755957,NSE,,
81ABCL33-N4,755943,NSE,,
81TCHF28-N8,16870,NSE,,
820ABHF27-N5,22925,NSE,,
820ABHFL27-N6,23228,NSE,,
820ABSLI34-N0,24443,NSE,,
